1,0.8
2,0.7
3,0.8
4,0.1
5,0.1
6,0.1
7,0.3
8,0.2
9,0.3
10,0.7
11,0.4
12,0.7
13,0.3
14,0.85
15,0.3
16,0
17,0.7
18,0.2
19,0.7
20,0.6
21,0.6
22,0.7
23,0
24,0.4
25,0.7
26,0.7
27,0.8
28,0.8
29,0.7
30,0.7
31,0.7
32,0.7
33,0.6
34,0
35,0
36,0
37,0
38,0.2

40,0.1

42,0.5

57,0.7
58,0
59,0
60,0
61,0.2
62,0
63,0.1
64,0
65,0
66,0.1
67,0
68,0.5
69,0.1
70,0
71,0
72,0
73,0
74,0.9
75,0.7
76,0.7
77,0.8
78,0.85
79,0.1
80,0.9
81,0.8
82,0.8
83,0.8
84,0.85
85,0.85
86,0.8
87,0.6
88,0.7
89,0.6
90,0.6
91,0.7
92,0.7
93,0.6
94,0.7
95,0.6
96,0.8
97,0.7
98,0.8
99,0.7
100,0.85
101,0.8
102,0.8
103,0.8
104,0.9
105,0.7
106,0.9
107,0.7
108,0.6
109,0.5
110,0.7
111,0.85
112,0.9
113,0.8
114,0.6
115,0.6
116,0.9
117,0.85
118,0.8
119,0.8
120,0.2
121,0.7
122,0.9
123,0.7
124,0.8
125,0.7
126,1
127,0.7
128,0.8
129,0.7
130,0.9
131,0.8
132,0.95
133,0.9
134,0.8
135,0.9
136,0.9
137,0.9
138,0.85
139,0.8
140,0.7
141,0.7
142,0.9
143,0.9
144,0.85
145,0.6
146,0.9
147,0.9
148,0.6
149,0.8
150,0.6
151,0.1
152,0.9
153,0.85
154,0.8
155,0.6
156,0.85
157,0.9
158,0.9
159,0.7
160,0.8
161,0.4
162,0.6
163,0.8
164,0.7
165,0.2
166,0.7
167,0.8
168,0.7
169,0.85
170,0.85
171,0.85
172,0.4
173,0.3
174,0.5
175,0.8
176,1
177,0.4
178,0.6
179,0.8
180,0.7
181,0.7
182,0.7
183,0.7
184,0.4
185,0.85
186,0.4
187,0.7
188,0.8
189,0.3
190,0.7
191,0.9
192,0.7
193,0.2
194,0.8
195,0.8
196,0.6
197,0.85
198,0.85
199,0.85
200,0.4
201,0.5
202,0.6
203,0.8
204,1
205,0.4
206,0.6
207,0.85
208,0.7
209,0.7
210,0.7
211,0.7
212,0.4
213,0.85
214,0.3
215,0.8
216,0.7
217,0.9
218,0.8
219,0.1
220,0.8
221,0.9
222,0.5
